timestamp,timestamp_seconds,run_id,node_id,operating_mode,measured_temperature,sensor_valid,predicted_state,risk_probability,applied_state,sampling_interval,transmission_interval,transmission_requested,transmission_reason,model_latency,fallback_status,battery_estimate
2026-01-01T01:33:00+00:00,5580.0,gradual_warming-20273476-438739b17b58,3,ml,8.2966,True,TRANSITION,0.3963007554237049,EXCURSION_RISK,10.0,600.0,False,not due,0.7835409996914677,ok,99.27799999999976
2026-01-01T01:34:00+00:00,5640.0,gradual_warming-20273476-438739b17b58,3,ml,8.4153,True,TRANSITION,0.4524750249530547,EXCURSION_RISK,10.0,600.0,False,not due,0.7150830006139586,ok,99.27499999999976
2026-01-01T01:35:00+00:00,5700.0,gradual_warming-20273476-438739b17b58,3,ml,8.4176,True,EXCURSION_RISK,0.46692482028167626,EXCURSION_RISK,10.0,600.0,False,not due,0.7547500008513452,ok,99.27199999999976
2026-01-01T01:36:00+00:00,5760.0,gradual_warming-20273476-438739b17b58,3,ml,8.4669,True,EXCURSION_RISK,0.5059247514136588,EXCURSION_RISK,10.0,600.0,False,not due,0.7519999999203719,ok,99.26899999999976
2026-01-01T01:37:00+00:00,5820.0,gradual_warming-20273476-438739b17b58,3,ml,8.2661,True,TRANSITION,0.36883147861198945,EXCURSION_RISK,10.0,600.0,False,not due,0.7325419992412208,ok,99.26599999999976
2026-01-01T01:38:00+00:00,5880.0,gradual_warming-20273476-438739b17b58,3,ml,8.4542,True,TRANSITION,0.40784186550803053,EXCURSION_RISK,10.0,600.0,False,not due,0.7706659998802934,ok,99.26299999999976
2026-01-01T01:39:00+00:00,5940.0,gradual_warming-20273476-438739b17b58,3,ml,8.5451,True,EXCURSION_RISK,0.5247698641837897,EXCURSION_RISK,10.0,600.0,False,not due,0.8157920001394814,ok,99.25999999999976
2026-01-01T01:40:00+00:00,6000.0,gradual_warming-20273476-438739b17b58,3,ml,8.5157,True,EXCURSION_RISK,0.5503650825306825,EXCURSION_RISK,10.0,600.0,False,not due,0.7660409992240602,ok,99.25699999999976
2026-01-01T01:41:00+00:00,6060.0,gradual_warming-20273476-438739b17b58,3,ml,8.5483,True,EXCURSION_RISK,0.6356909922214683,EXCURSION_RISK,10.0,600.0,True,interval due,0.7940830000734422,ok,99.24399999999976
2026-01-01T01:42:00+00:00,6120.0,gradual_warming-20273476-438739b17b58,3,ml,8.6383,True,EXCURSION_RISK,0.5456376484763604,EXCURSION_RISK,10.0,600.0,False,not due,0.787000000855187,ok,99.24099999999976
2026-01-01T01:43:00+00:00,6180.0,gradual_warming-20273476-438739b17b58,3,ml,8.67,True,EXCURSION_RISK,0.5409562658533098,EXCURSION_RISK,10.0,600.0,False,not due,0.779333000537008,ok,99.23799999999976
2026-01-01T01:44:00+00:00,6240.0,gradual_warming-20273476-438739b17b58,3,ml,8.6357,True,EXCURSION_RISK,0.53876094218453,EXCURSION_RISK,10.0,600.0,False,not due,0.8290000005217735,ok,99.23499999999976
2026-01-01T01:45:00+00:00,6300.0,gradual_warming-20273476-438739b17b58,3,ml,8.697,True,EXCURSION_RISK,0.539158798371026,EXCURSION_RISK,10.0,600.0,False,not due,0.8000409998203395,ok,99.23199999999976
2026-01-01T01:46:00+00:00,6360.0,gradual_warming-20273476-438739b17b58,3,ml,8.5555,True,TRANSITION,0.40004448517431945,EXCURSION_RISK,10.0,600.0,False,not due,0.7786669993947726,ok,99.22899999999976
2026-01-01T01:47:00+00:00,6420.0,gradual_warming-20273476-438739b17b58,3,ml,8.8083,True,EXCURSION_RISK,0.5739908284784465,EXCURSION_RISK,10.0,600.0,False,not due,0.7540000005974434,ok,99.22599999999976
2026-01-01T01:48:00+00:00,6480.0,gradual_warming-20273476-438739b17b58,3,ml,8.8042,True,EXCURSION_RISK,0.6426932682644554,EXCURSION_RISK,10.0,600.0,False,not due,0.7457909996446688,ok,99.22299999999976
